0_pre-RR,0_post-RR,0_pPeak,0_tPeak,0_rPeak,0_sPeak,0_qPeak,0_qrs_interval,0_pq_interval,0_qt_interval,0_st_interval,0_qrs_morph0,0_qrs_morph1,0_qrs_morph2,0_qrs_morph3,0_qrs_morph4,1_pre-RR,1_post-RR,1_pPeak,1_tPeak,1_rPeak,1_sPeak,1_qPeak,1_qrs_interval,1_pq_interval,1_qt_interval,1_st_interval,1_qrs_morph0,1_qrs_morph1,1_qrs_morph2,1_qrs_morph3,1_qrs_morph4,type
0.097018457,0.091769158,0.449194935,0.492595263,0.495792754,0.627728183,0.584302297,0.070588235,0.013422819,0.039274924,0,0.584302297,0.525563349,0.449197899,0.512368246,0.540740116,0.097018457,0.091769158,0.28876401,0.278935996,0.449456304,0.602745811,0.570133987,0.042307692,0.016304348,0.06097561,0.051401869,0.570133987,0.542764997,0.521647787,0.485115961,0.512047903,0
0.137245622,0.142384106,0.443927033,0.597677355,0.59811054,0.714263059,0.57295446,0.058823529,0.040268456,0.045317221,0,0.57295446,0.519832298,0.463245551,0.55046451,0.611695657,0.137245622,0.142384106,0.300056432,0.351056629,0.550468673,0.733695015,0.583627165,0.119230769,0.010869565,0.080487805,0,0.583627165,0.566717909,0.55681225,0.537074196,0.58460631,0
0.090392806,0.091296121,0.449719897,0.504688505,0.508592,0.638553097,0.585805592,0.076470588,0.020134228,0.045317221,0,0.585805592,0.526975838,0.453645338,0.50750541,0.550593831,0.090392806,0.091296121,0.289862699,0.270443164,0.45186937,0.620972965,0.57227264,0.034615385,0.010869565,0.058536585,0.060747664,0.57227264,0.548355059,0.527531385,0.494008845,0.526645072,0
0.141031708,0.138599811,0.446141053,0.622835292,0.628245904,0.739749928,0.570958715,0.064705882,0.040268456,0.048338369,0,0.570958715,0.515676506,0.457845704,0.544188455,0.609065929,0.141031708,0.138599811,0.297612627,0.370408111,0.570853588,0.751843911,0.580595306,0.042307692,0.02173913,0.036585366,0,0.580595306,0.563176413,0.559191491,0.556576569,0.62653944,0
0.112636062,0.10974456,0.476997343,0.347685422,0.545680096,0.464256361,0.570677113,0.217647059,0.154362416,0.19939577,0.05,0.570677113,0.516875299,0.440434456,0.549576063,0.580073791,0.112636062,0.10974456,0.288602847,0.332756295,0.449970762,0.644220708,0.57021285,0.003846154,0.027173913,0.03902439,0.046728972,0.57021285,0.549252034,0.536937917,0.512904169,0.551422836,0
0.110743019,0.114001892,0.447050014,0.522174719,0.524364242,0.65189241,0.579508901,0.064705882,0.040268456,0.048338369,0,0.579508901,0.521658447,0.449907924,0.510104182,0.548223237,0.110743019,0.114001892,0.292443521,0.266731967,0.472382716,0.624266965,0.576308263,0.088461538,0.02173913,0.095121951,0.056074766,0.576308263,0.560158342,0.559276865,0.535065938,0.54535513,0
0.044959773,0.048249763,0.404878808,0.58493504,0.354421286,0.508163805,0.541082404,0,0.006711409,0.012084592,0.028571429,0.541082404,0.477643519,0.400517616,0.433817442,0.443706921,0.044959773,0.048249763,0.282809582,0.328346316,0.506825747,0.531681926,0.570549121,0.057692308,0,0.046341463,0.018691589,0.570549121,0.553029181,0.54725736,0.536690187,0.591780428,0
0.144817795,0.14474929,0.467360389,0.389805883,0.465005554,0.530934452,0.587792001,0.170588235,0.100671141,0.148036254,0.042857143,0.587792001,0.540852346,0.483911403,0.540212678,0.491930297,0.144817795,0.14474929,0.315656853,0.383642059,0.235847624,0.453584713,0.380816791,0,0.10326087,0.073170732,0.051401869,0.380816791,0.326193093,0.314075749,0.282598999,0.328813776,0
0.100331283,0.095553453,0.441722604,0.349881454,0.672278246,0.39185596,0.577856635,0.147058824,0.006711409,0.099697885,0.057142857,0.577856635,0.557557154,0.632647818,0.71517274,0.449117423,0.100331283,0.095553453,0.2914846,0.32137999,0.314176085,0.489236162,0.450237774,0.011538462,0.038043478,0.068292683,0.08411215,0.450237774,0.407952824,0.375217309,0.345782523,0.376332633,0
0.049692381,0.042100284,0.51211717,0.442912915,0.661232247,0.364764462,0.551299374,0.070588235,0.060402685,0.13897281,0.185714286,0.551299374,0.556850638,0.618156855,0.680993411,0.461394219,0.049692381,0.042100284,0.289684715,0.271549742,0.553686644,0.538374416,0.574395343,0.038461538,0,0.031707317,0.014018692,0.574395343,0.566700443,0.622509252,0.605868748,0.50951127,0
0.107430194,0.111636708,0.430745331,0.555978907,0.562384372,0.684047789,0.567267866,0.082352941,0.033557047,0.054380665,0,0.567267866,0.507598909,0.439382463,0.514755113,0.58067886,0.107430194,0.111636708,0.285721788,0.314608925,0.447467615,0.641992131,0.568239072,0.003846154,0.081521739,0.06097561,0.042056075,0.568239072,0.54692744,0.534615375,0.510504059,0.549102931,0
0.09275911,0.06244087,0.492523832,0.382601226,0.490565868,0.492849428,0.598895207,0.129411765,0.040268456,0.13897281,0.135714286,0.598895207,0.573900876,0.526156334,0.524745881,0.458768497,0.09275911,0.06244087,0.291035505,0.268541214,0.476732023,0.606237913,0.572013827,0.119230769,0.048913043,0.129268293,0.060747664,0.572013827,0.558804366,0.560720949,0.534484868,0.537813263,0
0.119734974,0.123935667,0.448244212,0.453811068,0.455456552,0.593613994,0.563244952,0.158823529,0.181208054,0.160120846,0,0.563244952,0.505252894,0.426977768,0.465743919,0.492550109,0.119734974,0.123935667,0.289690616,0.290354779,0.458790723,0.63500045,0.575044957,0.080769231,0.02173913,0.082926829,0.042056075,0.575044957,0.557265108,0.546272181,0.516370544,0.546392945,0
0.050165641,0.050614948,0.433667018,0.601052279,0.385171976,0.534171082,0.568231588,0.005882353,0,0.009063444,0.021428571,0.568231588,0.506999145,0.425999989,0.460082054,0.46771708,0.050165641,0.050614948,0.284617584,0.339522683,0.504657481,0.507316037,0.569230446,0.073076923,0.010869565,0.06097561,0.018691589,0.569230446,0.551947407,0.545030894,0.525246885,0.608833262,0
0.150023663,0.146168401,0.446164168,0.365389081,0.629710512,0.4586428,0.573101399,0.129411765,0.046979866,0.102719033,0.042857143,0.573101399,0.555924429,0.590078548,0.682672945,0.501089806,0.150023663,0.146168401,0.297380517,0.376954718,0.580208836,0.760172983,0.580851028,0.046153846,0.016304348,0.036585366,0,0.580851028,0.562613127,0.556170762,0.563120143,0.635856983,0
0.063416943,0.040681173,0.451680837,0.419413859,0.517780166,0.400041249,0.583685968,0.047058824,0.026845638,0.045317221,0.028571429,0.583685968,0.527496864,0.514763499,0.59297292,0.490257762,0.063416943,0.040681173,0.294138984,0.29364625,0.514629353,0.534012015,0.579038942,0.034615385,0,0.031707317,0.018691589,0.579038942,0.559804363,0.565229027,0.583046243,0.545293444,0
0.046379555,0.045411542,0.448309996,0.406475673,0.529115962,0.46215889,0.571597247,0.047058824,0.013422819,0.033232628,0.014285714,0.571597247,0.527514876,0.544204797,0.604017034,0.468016357,0.046379555,0.045411542,0.286078382,0.316584037,0.448810873,0.643188048,0.549549211,0.003846154,0.02173913,0.014634146,0.004672897,0.549549211,0.52491568,0.512623032,0.487777231,0.527135565,0
0.052531945,0.044465468,0.452421963,0.617132122,0.34914974,0.503705415,0.518406423,0.011764706,0.053691275,0.039274924,0.028571429,0.518406423,0.453124639,0.379233815,0.413597997,0.425223034,0.052531945,0.044465468,0.269864286,0.256434729,0.533450899,0.539128678,0.558268809,0.038461538,0.010869565,0.03902439,0.018691589,0.558268809,0.548598037,0.590281991,0.603330504,0.545868417,0
0.036441079,0.026490066,0.457445197,0.490485026,0.377987303,0.528094673,0.564815305,0,0.006711409,0.006042296,0.014285714,0.564815305,0.503305217,0.422793447,0.45677708,0.464695792,0.036441079,0.026490066,0.287659051,0.266597156,0.455471051,0.649117671,0.56421031,0.003846154,0.010869565,0.007317073,0,0.56421031,0.542182614,0.529874734,0.505605094,0.544367674,0
0.058684335,0.053453169,0.453415596,0.407583949,0.406092918,0.510679446,0.581394969,0.052941176,0.067114094,0.063444109,0.021428571,0.581394969,0.522096557,0.444911884,0.484159506,0.466682557,0.058684335,0.053453169,0.293803615,0.258653937,0.497616934,0.628496176,0.574351503,0.042307692,0.038043478,0.048780488,0.009345794,0.574351503,0.554677162,0.548168507,0.552028981,0.596383426,0
0.052531945,0.052034059,0.4473573,0.408033171,0.40838624,0.51091948,0.58218178,0.047058824,0.013422819,0.036253776,0.021428571,0.58218178,0.52331586,0.447584994,0.486393819,0.480986553,0.052531945,0.052034059,0.291854354,0.25343011,0.497467858,0.625723632,0.574191168,0.034615385,0.032608696,0.041463415,0.009345794,0.574191168,0.556679475,0.568531395,0.564551043,0.553118573,0
0.047799337,0.04115421,0.451902471,0.397679475,0.51110365,0.369645802,0.550019348,0.082352941,0.033557047,0.093655589,0.092857143,0.550019348,0.491954244,0.445537368,0.586468198,0.464524682,0.047799337,0.04115421,0.291929874,0.315384685,0.458473846,0.564934274,0.577472661,0.034615385,0,0.03902439,0.03271028,0.577472661,0.558045315,0.546012807,0.507359806,0.498676246,0
0.046852816,0.047776727,0.498225558,0.541256441,0.382341501,0.53177722,0.548035475,0.047058824,0.040268456,0.048338369,0.021428571,0.548035475,0.489349272,0.413902556,0.447723396,0.461515187,0.046852816,0.047776727,0.292051887,0.395185289,0.452128306,0.646141591,0.57250213,0,0.027173913,0.02195122,0.018691589,0.57250213,0.551948206,0.539631711,0.515687928,0.55411357,0
0.035494558,0.036423841,0.450834748,0.389664938,0.464411039,0.50174964,0.582608539,0.070588235,0.040268456,0.057401813,0.014285714,0.582608539,0.523485541,0.442401234,0.51962413,0.528730146,0.035494558,0.036423841,0.291507162,0.262296663,0.455705072,0.649326022,0.575672148,0,0.010869565,0.004878049,0,0.575672148,0.555681656,0.543361868,0.519542662,0.55783949,0
0.133459536,0.133869442,0.430621021,0.320458921,0.578617119,0.45734531,0.553235814,0.176470588,0.040268456,0.123867069,0.042857143,0.553235814,0.55427266,0.581617145,0.642691942,0.504267243,0.133459536,0.133869442,0.290103515,0.25993052,0.494070086,0.64119835,0.574789478,0.084615385,0.016304348,0.068292683,0.014018692,0.574789478,0.562495837,0.570029695,0.56020946,0.574258325,0
0.163748225,0.119678335,0.433832996,0.413890312,0.552274694,0.442824,0.559417368,0.117647059,0.040268456,0.259818731,0.435714286,0.559417368,0.557616948,0.578767935,0.566121356,0.42169641,0.163748225,0.119678335,0.303252951,0.340868326,0.449649754,0.636463094,0.570305438,0.015384615,0.027173913,0.053658537,0.060747664,0.570305438,0.549361077,0.532936862,0.50567741,0.54285178,0
0.11736867,0.116840114,0.435669602,0.326217899,0.587811321,0.461100722,0.555315613,0.170588235,0.053691275,0.123867069,0.035714286,0.555315613,0.543777156,0.584517355,0.65101443,0.508525431,0.11736867,0.116840114,0.290155556,0.26078116,0.499913561,0.643347062,0.574719421,0.084615385,0.02173913,0.070731707,0.014018692,0.574719421,0.561980237,0.571574218,0.56707319,0.577492602,0
0.028868907,0.029328288,0.456400176,0.447184155,0.29822481,0.46063585,0.48448797,0,0.026845638,0.018126888,0.021428571,0.48448797,0.4164496,0.34739777,0.379066963,0.39365601,0.028868907,0.029328288,0.371470026,0.240885336,0.425691922,0.622605011,0.547199845,0.003846154,0.016304348,0.009756098,0,0.547199845,0.522148743,0.509858536,0.484920408,0.524374209,0
0.202555608,0.19962157,0.434880023,0.396290089,0.474607177,0.471998242,0.571152433,0.182352941,0.020134228,0.126888218,0.064285714,0.571152433,0.513752383,0.441941999,0.538927327,0.5098061,0.202555608,0.19962157,0.281770054,0.24249016,0.577376728,0.584942584,0.569387079,0.092307692,0.010869565,0.080487805,0.03271028,0.569387079,0.556809088,0.61231457,0.650670028,0.570757251,0
0.065783247,0.091296121,0.431607174,0.393386202,0.474701759,0.537678372,0.557211608,0.129411765,0.120805369,0.129909366,0.028571429,0.557211608,0.510059794,0.479464345,0.546549862,0.501219673,0.065783247,0.091296121,0.291109187,0.295580255,0.412135285,0.586253814,0.537057098,0.015384615,0.027173913,0.046341463,0.046728972,0.537057098,0.510203243,0.486047174,0.450413534,0.485161744,0
0.057264553,0.057237465,0.43769655,0.309608046,0.668430233,0.444847629,0.574609669,0.141176471,0,0.075528701,0.014285714,0.574609669,0.520218401,0.448525149,0.498510039,0.723376302,0.057264553,0.057237465,0.300167087,0.343201029,0.466066111,0.500152088,0.582299063,0.023076923,0.005434783,0.026829268,0.018691589,0.582299063,0.564603937,0.554167245,0.514823646,0.50375973,0
0.062470421,0.064806055,0.443424122,0.31605897,0.648676393,0.422587251,0.579012129,0.1,0.006711409,0.060422961,0.021428571,0.579012129,0.527786973,0.445333242,0.626902957,0.66263892,0.062470421,0.064806055,0.289404292,0.321194498,0.464275203,0.554935798,0.575477393,0.046153846,0,0.043902439,0.028037383,0.575477393,0.556805994,0.546140913,0.527997619,0.551985098,0
0.040227165,0.040681173,0.467529007,0.372873874,0.680698552,0.426931544,0.582277228,0.064705882,0.006711409,0.075528701,0.1,0.582277228,0.604149648,0.671079741,0.735925956,0.549687047,0.040227165,0.040681173,0.299436816,0.283834359,0.481532623,0.660567205,0.558064825,0.019230769,0.005434783,0.019512195,0.009345794,0.558064825,0.546669438,0.559009836,0.547377401,0.57821401,0
0.045433034,0.046830653,0.448969558,0.38783686,0.483509122,0.479825798,0.584542693,0.041176471,0.006711409,0.027190332,0.014285714,0.584542693,0.533186928,0.472841174,0.559583707,0.524139738,0.045433034,0.046830653,0.291244158,0.311017345,0.458325074,0.591044732,0.576905186,0.034615385,0.005434783,0.034146341,0.018691589,0.576905186,0.557734982,0.545857844,0.516619905,0.527085041,0
0.053951727,0.055345317,0.461610572,0.403709458,0.479956368,0.497803992,0.596554873,0.052941176,0,0.039274924,0.035714286,0.596554873,0.53917692,0.486423831,0.556122369,0.47323975,0.053951727,0.055345317,0.298701041,0.244131883,0.536401734,0.617203522,0.576518593,0.046153846,0.005434783,0.063414634,0.060747664,0.576518593,0.584016492,0.627519238,0.531173536,0.532349122,0
0.026502603,0.036896878,0.492325244,0.456924944,0.757965026,0.337590156,0.623378776,0.094117647,0.006711409,0.145015106,0.228571429,0.623378776,0.643240513,0.741700562,0.768536626,0.428867699,0.026502603,0.036896878,0.264213389,0.3418144,0.428861624,0.498441069,0.551881324,0.015384615,0,0.019512195,0.018691589,0.551881324,0.527662299,0.490530003,0.414200557,0.402513427,0
0.140085187,0.144276254,0.504203278,0.414417541,0.465654519,0.495607697,0.603245049,0.152941176,0.040268456,0.283987915,0.45,0.603245049,0.576595954,0.500792611,0.480031393,0.449541309,0.140085187,0.144276254,0.292952267,0.308834841,0.4288018,0.625373767,0.522080839,0.034615385,0.130434783,0.136585366,0.107476636,0.522080839,0.49461796,0.491810964,0.47770814,0.525303028,0
0.065783247,0.064806055,0.448623064,0.394637569,0.441666455,0.518402739,0.582006417,0.088235294,0.013422819,0.054380665,0.014285714,0.582006417,0.523563745,0.442362438,0.497762078,0.511113835,0.065783247,0.064806055,0.282367854,0.196235603,0.658396559,0.569855944,0.564981753,0.038461538,0.010869565,0.031707317,0.004672897,0.564981753,0.619817448,0.74335087,0.680051241,0.517923361,0
0.194036914,0.188741722,0.489668271,0.450290519,0.647074046,0.401807899,0.585221297,0.158823529,0.033557047,0.453172205,0.85,0.585221297,0.623565989,0.667825412,0.628719338,0.442153876,0.194036914,0.188741722,0.317085079,0.301116323,0.453907973,0.647726048,0.514980648,0.019230769,0.038043478,0.036585366,0.014018692,0.514980648,0.486768704,0.484647273,0.475616398,0.535232662,0
0.176526266,0.159413434,0.45493019,0.364805861,0.630252655,0.433660143,0.577643523,0.117647059,0.060402685,0.111782477,0.064285714,0.577643523,0.569359534,0.617661037,0.679642933,0.47723792,0.176526266,0.159413434,0.3100045,0.274417379,0.444959463,0.616270763,0.566148524,0.015384615,0.02173913,0.043902439,0.046728972,0.566148524,0.544465323,0.522517612,0.489169221,0.522231239,0
0.113582584,0.110690634,0.438499102,0.324776072,0.579794917,0.461163524,0.560813607,0.176470588,0.053691275,0.129909366,0.042857143,0.560813607,0.549739643,0.581954763,0.64038109,0.50084902,0.113582584,0.110690634,0.290293512,0.260641328,0.487416651,0.631996642,0.57542988,0.092307692,0.02173913,0.080487805,0.023364486,0.57542988,0.557597104,0.559058046,0.55281818,0.572219724,0
0.0615239,0.065279092,0.442150915,0.346693103,0.574356494,0.464414627,0.578807814,0.047058824,0,0.027190332,0.014285714,0.578807814,0.533143467,0.560565664,0.648093478,0.536395643,0.0615239,0.065279092,0.294840605,0.338735059,0.437132813,0.540500691,0.559211918,0.015384615,0.016304348,0.026829268,0.018691589,0.559211918,0.536295817,0.497060479,0.430843209,0.437904935,0
0.118315192,0.11731315,0.470483549,0.324610278,0.592337911,0.419518792,0.574570104,0.252941176,0.167785235,0.229607251,0.064285714,0.574570104,0.520140763,0.452106018,0.591922517,0.618938241,0.118315192,0.11731315,0.287058485,0.300523353,0.443405055,0.570260741,0.564770884,0.046153846,0.038043478,0.090243902,0.08411215,0.564770884,0.532613214,0.5050947,0.450709136,0.474479505,0
0.03076195,0.031693472,0.475152094,0.471514563,0.735500108,0.310282497,0.609608822,0.088235294,0,0.102719033,0.142857143,0.609608822,0.677051029,0.757146624,0.636044527,0.347849869,0.03076195,0.031693472,0.301206402,0.376704175,0.441441873,0.426523558,0.563030953,0.015384615,0,0.02195122,0.023364486,0.563030953,0.54079364,0.457986522,0.343077016,0.322039135,0
0.114055845,0.110217597,0.473843052,0.528445895,0.531193823,0.657668502,0.568488104,0.188235294,0.10738255,0.141993958,0,0.568488104,0.50937639,0.431350163,0.472427392,0.499298768,0.114055845,0.110217597,0.289220973,0.327533727,0.450809543,0.644967483,0.571333336,0,0.02173913,0.034146341,0.046728972,0.571333336,0.550571672,0.538256392,0.514266677,0.552739813,0
0.034074775,0.035477767,0.44658956,0.41951025,0.404357583,0.502915978,0.576861722,0.088235294,0.033557047,0.066465257,0.021428571,0.576861722,0.518110615,0.438182186,0.474079504,0.488182256,0.034074775,0.035477767,0.295702717,0.237711639,0.522572214,0.616721684,0.574606493,0.038461538,0.027173913,0.041463415,0.009345794,0.574606493,0.558355204,0.575340175,0.591606383,0.572962802,0
0.113109323,0.116840114,0.444490473,0.53404711,0.53299845,0.659194758,0.581011441,0.064705882,0,0.03021148,0,0.581011441,0.523208413,0.450437732,0.510162951,0.549238507,0.113109323,0.116840114,0.292709444,0.270550448,0.472348813,0.61752536,0.576502755,0.119230769,0.038043478,0.129268293,0.070093458,0.576502755,0.558790714,0.552085605,0.536726903,0.563066278,0
